total_documentos,documentos_unicos,documentos_duplicados,grupos_duplicados,documentos_autorizados,importe_total,fecha_inicio,fecha_fin,emisores_unicos,compradores_unicos,archivos_anomalos,total_lineas,lineas_gratis,productos_unicos,unidades_totales
87,72,30,15,87,29295.429999999997,2025-01-08,2025-12-12,1,1,2,332,157,34,1513.0
